cui,name
D07.1,Carcinoma in situ: Vulva
D07.2,Carcinoma in situ: Vagina
D07.3,Carcinoma in situ: Sonstige und nicht näher bezeichnete weibliche Genitalorgane
D07.4,Carcinoma in situ: Penis
D07.5,Prostata
D07.6,Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane
D09,Carcinoma in situ sonstiger und nicht näher bezeichneter Lokalisationen
D09.0,Carcinoma in situ: Harnblase
D09.1,Carcinoma in situ: Sonstige und nicht näher bezeichnete Harnorgane
D09.2,Carcinoma in situ: Auge
D09.3,Carcinoma in situ: Schilddrüse und sonstige endokrine Drüsen
D09.7,Carcinoma in situ sonstiger näher bezeichneter Lokalisationen
D09.9,"Carcinoma in situ, nicht näher bezeichnet"
D10-D36,Gutartige Neubildungen
D10,Gutartige Neubildung des Mundes und des Pharynx
D10.0,Gutartige Neubildung: Lippe
D10.1,Gutartige Neubildung: Zunge
D10.2,Gutartige Neubildung: Mundboden
D10.3,Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes
D10.4,Gutartige Neubildung: Tonsille
D10.5,Gutartige Neubildung: Sonstige Teile des Oropharynx
D10.6,Gutartige Neubildung: Nasopharynx
D10.7,Gutartige Neubildung: Hypopharynx
D10.9,"Gutartige Neubildung: Pharynx, nicht näher bezeichnet"
D11,Gutartige Neubildung der großen Speicheldrüsen
D11.0,Gutartige Neubildung: Parotis
D11.7,Gutartige Neubildung: Sonstige große Speicheldrüsen
D11.9,"Gutartige Neubildung: Große Speicheldrüse, nicht näher bezeichnet"
D12,"Gutartige Neubildung des Kolons, des Rektums, des Analkanals und des Anus"
D12.0,Gutartige Neubildung: Zäkum
D12.1,Gutartige Neubildung: Appendix vermiformis
D12.2,Gutartige Neubildung: Colon ascendens
D12.3,Gutartige Neubildung: Colon transversum
D12.4,Gutartige Neubildung: Colon descendens
D12.5,Gutartige Neubildung: Colon sigmoideum
D12.6,"Gutartige Neubildung: Kolon, nicht näher bezeichnet"
D12.7,"Gutartige Neubildung: Rektosigmoid, Übergang"
D12.8,Gutartige Neubildung: Rektum
D12.9,Gutartige Neubildung: Analkanal und Anus
D13,Gutartige Neubildung sonstiger und ungenau bezeichneter Teile des Verdauungssystems
D13.0,Gutartige Neubildung: Ösophagus
D13.1,Gutartige Neubildung: Magen
D13.2,Gutartige Neubildung: Duodenum
D13.3,Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes
D13.4,Gutartige Neubildung: Leber
D13.5,Gutartige Neubildung: Extrahepatische Gallengänge und Gallenblase
D13.6,Gutartige Neubildung: Pankreas
D13.7,Gutartige Neubildung: Endokriner Drüsenanteil des Pankreas
D13.9,Gutartige Neubildung: Ungenau bezeichnete Lokalisationen innerhalb des Verdauungssystems
D14,Gutartige Neubildung des Mittelohres und des Atmungssystems
D14.0,"Gutartige Neubildung: Mittelohr, Nasenhöhle und Nasennebenhöhlen"
D14.1,Gutartige Neubildung: Larynx
D14.2,Gutartige Neubildung: Trachea
D14.3,Gutartige Neubildung: Bronchus und Lunge
D14.4,"Gutartige Neubildung: Atmungssystem, nicht näher bezeichnet"
D15,Gutartige Neubildung sonstiger und nicht näher bezeichneter intrathorakaler Organe
D15.0,Gutartige Neubildung: Thymus
D15.1,Gutartige Neubildung: Herz
D15.2,Gutartige Neubildung: Mediastinum
D15.7,Gutartige Neubildung: Sonstige näher bezeichnete intrathorakale Organe
D15.9,"Gutartige Neubildung: Intrathorakales Organ, nicht näher bezeichnet"
D16,Gutartige Neubildung des Knochens und des Gelenkknorpels
D16.0,Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität
D16.1,Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität
D16.2,Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität
D16.3,Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität
D16.4,Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels
D16.41,Gutartige Neubildung des Knochens und des Gelenkknorpels: Kraniofazial
D16.42,Gutartige Neubildung des Knochens und des Gelenkknorpels: Maxillofazial
D16.5,Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen
D16.6,Gutartige Neubildung des Knochens und des Gelenkknorpels: Wirbelsäule
D16.7,"Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula"
D16.70,Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen
D16.71,Gutartige Neubildung des Knochens und des Gelenkknorpels: Sternum
D16.72,Gutartige Neubildung des Knochens und des Gelenkknorpels: Klavikula
D16.8,Gutartige Neubildung des Knochens und des Gelenkknorpels: Knöchernes Becken
D16.9,"Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet"
D17,Gutartige Neubildung des Fettgewebes
D17.0,"Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses"
D17.1,Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes
D17.2,Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten
D17.3,Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut an sonstigen und nicht näher bezeichneten Lokalisationen
D17.4,Gutartige Neubildung des Fettgewebes der intrathorakalen Organe
D17.5,Gutartige Neubildung des Fettgewebes der intraabdominalen Organe
D17.6,Gutartige Neubildung des Fettgewebes des Samenstrangs
D17.7,Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen
D17.9,"Gutartige Neubildung des Fettgewebes, nicht näher bezeichnet"
D18,Hämangiom und Lymphangiom
D18.0,Hämangiom
D18.1,Lymphangiom
D19,Gutartige Neubildung des mesothelialen Gewebes
D19.0,Gutartige Neubildung: Mesotheliales Gewebe der Pleura
D19.1,Gutartige Neubildung: Mesotheliales Gewebe des Peritoneums
D19.7,Gutartige Neubildung: Mesotheliales Gewebe an sonstigen Lokalisationen
D19.9,"Gutartige Neubildung: Mesotheliales Gewebe, nicht näher bezeichnet"
D20,Gutartige Neubildung des Weichteilgewebes des Retroperitoneums und des Peritoneums
D20.0,Gutartige Neubildung: Retroperitoneum
D20.1,Gutartige Neubildung: Peritoneum
D21,Sonstige gutartige Neubildungen des Bindegewebes und anderer Weichteilgewebe
D21.0,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses"
D21.1,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter"
D21.2,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte"
D21.3,Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Thorax
D21.4,Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens
D21.5,Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens
D21.6,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Rumpfes, nicht näher bezeichnet"
D21.9,"Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet"
D22,Melanozytennävus
D22.0,Melanozytennävus der Lippe
D22.1,"Melanozytennävus des Augenlides, einschließlich Kanthus"
D22.2,Melanozytennävus des Ohres und des äußeren Gehörganges
D22.3,Melanozytennävus sonstiger und nicht näher bezeichneter Teile des Gesichtes
D22.4,Melanozytennävus der behaarten Kopfhaut und des Halses
D22.5,Melanozytennävus des Rumpfes
D22.6,"Melanozytennävus der oberen Extremität, einschließlich Schulter"
D22.7,"Melanozytennävus der unteren Extremität, einschließlich Hüfte"
D22.9,"Melanozytennävus, nicht näher bezeichnet"
D23,Sonstige gutartige Neubildungen der Haut
D23.0,Sonstige gutartige Neubildungen: Lippenhaut
D23.1,"Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus"
D23.2,Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges
D23.3,Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes
D23.4,Sonstige gutartige Neubildungen: Behaarte Kopfhaut und Haut des Halses
D23.5,Sonstige gutartige Neubildungen: Haut des Rumpfes
D23.6,"Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter"
D23.7,"Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte"
D23.9,"Sonstige gutartige Neubildungen: Haut, nicht näher bezeichnet"
D24,Gutartige Neubildung der Brustdrüse [Mamma]
D25,Leiomyom des Uterus
D25.0,Submuköses Leiomyom des Uterus
D25.1,Intramurales Leiomyom des Uterus
D25.2,Subseröses Leiomyom des Uterus
D25.9,"Leiomyom des Uterus, nicht näher bezeichnet"
D26,Sonstige gutartige Neubildungen des Uterus
D26.0,Sonstige gutartige Neubildungen: Cervix uteri
D26.1,Sonstige gutartige Neubildungen: Corpus uteri
D26.7,Sonstige gutartige Neubildungen: Sonstige Teile des Uterus
D26.9,"Sonstige gutartige Neubildungen: Uterus, nicht näher bezeichnet"
D27,Gutartige Neubildung des Ovars
D28,Gutartige Neubildung sonstiger und nicht näher bezeichneter weiblicher Genitalorgane
D28.0,Gutartige Neubildung: Vulva
D28.1,Gutartige Neubildung: Vagina
D28.2,Gutartige Neubildung: Tubae uterinae und Ligamenta
D28.7,Gutartige Neubildung: Sonstige näher bezeichnete weibliche Genitalorgane
D28.9,"Gutartige Neubildung: Weibliches Genitalorgan, nicht näher bezeichnet"
D29,Gutartige Neubildung der männlichen Genitalorgane
D29.0,Gutartige Neubildung: Penis
D29.1,Prostata
D29.2,Gutartige Neubildung: Hoden
D29.3,Gutartige Neubildung: Nebenhoden
D29.4,Gutartige Neubildung: Skrotum
D29.7,Gutartige Neubildung: Sonstige männliche Genitalorgane
D29.9,"Gutartige Neubildung: Männliches Genitalorgan, nicht näher bezeichnet"
D30,Gutartige Neubildung der Harnorgane
D30.0,Gutartige Neubildung: Niere
D30.1,Gutartige Neubildung: Nierenbecken
D30.2,Gutartige Neubildung: Ureter
D30.3,Gutartige Neubildung: Harnblase
D30.4,Gutartige Neubildung: Urethra
D30.7,Gutartige Neubildung: Sonstige Harnorgane
D30.9,"Gutartige Neubildung: Harnorgan, nicht näher bezeichnet"
D31,Gutartige Neubildung des Auges und der Augenanhangsgebilde
D31.0,Gutartige Neubildung: Konjunktiva
D31.1,Gutartige Neubildung: Kornea
D31.2,Gutartige Neubildung: Retina
D31.3,Gutartige Neubildung: Chorioidea
D31.4,Gutartige Neubildung: Ziliarkörper
D31.5,Gutartige Neubildung: Tränendrüse und Tränenwege
D31.6,"Gutartige Neubildung: Orbita, nicht näher bezeichnet"
D31.9,"Gutartige Neubildung: Auge, nicht näher bezeichnet"
D32,Gutartige Neubildung der Meningen
D32.0,Gutartige Neubildung: Hirnhäute
D32.1,Gutartige Neubildung: Rückenmarkhäute
D32.9,"Gutartige Neubildung: Meningen, nicht näher bezeichnet"
D33,Gutartige Neubildung des Gehirns und anderer Teile des Zentralnervensystems
D33.0,"Gutartige Neubildung: Gehirn, supratentoriell"
D33.1,"Gutartige Neubildung: Gehirn, infratentoriell"
D33.2,"Gutartige Neubildung: Gehirn, nicht näher bezeichnet"
D33.3,Gutartige Neubildung: Hirnnerven
D33.4,Gutartige Neubildung: Rückenmark
D33.7,Gutartige Neubildung: Sonstige näher bezeichnete Teile des Zentralnervensystems
D33.9,"Gutartige Neubildung: Zentralnervensystem, nicht näher bezeichnet"
D34,Gutartige Neubildung der Schilddrüse
D35,Gutartige Neubildung sonstiger und nicht näher bezeichneter endokriner Drüsen
D35.0,Gutartige Neubildung: Nebenniere
D35.1,Gutartige Neubildung: Nebenschilddrüse
D35.2,Gutartige Neubildung: Hypophyse
D35.3,Gutartige Neubildung: Ductus craniopharyngealis
D35.4,Gutartige Neubildung: Epiphyse [Glandula pinealis] [Zirbeldrüse]
D35.5,Gutartige Neubildung: Glomus caroticum
D35.6,Gutartige Neubildung: Glomus aorticum und sonstige Paraganglien
D35.7,Gutartige Neubildung: Sonstige näher bezeichnete endokrine Drüsen
D35.8,Gutartige Neubildung: Beteiligung mehrerer endokriner Drüsen
D35.9,"Gutartige Neubildung: Endokrine Drüse, nicht näher bezeichnet"
D36,Gutartige Neubildung an sonstigen und nicht näher bezeichneten Lokalisationen
D36.0,Gutartige Neubildung: Lymphknoten
D36.1,Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem
D36.7,Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen
D36.9,Gutartige Neubildung an nicht näher bezeichneter Lokalisation
D37-D48,Neubildungen unsicheren oder unbekannten Verhaltens
D37,Neubildung unsicheren oder unbekannten Verhaltens der Mundhöhle und der Verdauungsorgane
D37.0,"Neubildung unsicheren oder unbekannten Verhaltens: Lippe, Mundhöhle und Pharynx"
D37.1,Neubildung unsicheren oder unbekannten Verhaltens: Magen
D37.2,Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm
D37.3,Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis
D37.4,Neubildung unsicheren oder unbekannten Verhaltens: Kolon
D37.5,Neubildung unsicheren oder unbekannten Verhaltens: Rektum
D37.6,"Neubildung unsicheren oder unbekannten Verhaltens: Leber, Gallenblase und Gallengänge"
D37.7,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
D37.70,Neubildung unsicheren oder unbekannten Verhaltens: Pankreas
D37.78,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Verdauungsorgane
D37.9,"Neubildung unsicheren oder unbekannten Verhaltens: Verdauungsorgan, nicht näher bezeichnet"
D38,"Neubildung unsicheren oder unbekannten Verhaltens des Mittelohres, der Atmungsorgane und der intrathorakalen Organe"
D38.0,Neubildung unsicheren oder unbekannten Verhaltens: Larynx
D38.1,"Neubildung unsicheren oder unbekannten Verhaltens: Trachea, Bronchus und Lunge"
D38.2,Neubildung unsicheren oder unbekannten Verhaltens: Pleura
D38.3,Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum
D38.4,Neubildung unsicheren oder unbekannten Verhaltens: Thymus
D38.5,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane
D38.6,"Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet"
D39,Neubildung unsicheren oder unbekannten Verhaltens der weiblichen Genitalorgane
D39.0,Neubildung unsicheren oder unbekannten Verhaltens: Uterus
D39.1,Neubildung unsicheren oder unbekannten Verhaltens: Ovar
D39.2,Neubildung unsicheren oder unbekannten Verhaltens: Plazenta
D39.7,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane
D39.9,"Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet"
D40,Neubildung unsicheren oder unbekannten Verhaltens der männlichen Genitalorgane
D40.0,Neubildung unsicheren oder unbekannten Verhaltens: Prostata
D40.1,Neubildung unsicheren oder unbekannten Verhaltens: Hoden
D40.7,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane
D40.9,"Neubildung unsicheren oder unbekannten Verhaltens: Männliches Genitalorgan, nicht näher bezeichnet"
D41,Neubildung unsicheren oder unbekannten Verhaltens der Harnorgane
D41.0,Neubildung unsicheren oder unbekannten Verhaltens: Niere
D41.1,Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken
D41.2,Neubildung unsicheren oder unbekannten Verhaltens: Ureter
D41.3,Neubildung unsicheren oder unbekannten Verhaltens: Urethra
D41.4,Neubildung unsicheren oder unbekannten Verhaltens: Harnblase
D41.7,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Harnorgane
D41.9,"Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet"
D42,Neubildung unsicheren oder unbekannten Verhaltens der Meningen
D42.0,Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute
D42.1,Neubildung unsicheren oder unbekannten Verhaltens: Rückenmarkhäute
D42.9,"Neubildung unsicheren oder unbekannten Verhaltens: Meningen, nicht näher bezeichnet"
D43,Neubildung unsicheren oder unbekannten Verhaltens des Gehirns und des Zentralnervensystems
D43.0,"Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell"
D43.1,"Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell"
D43.2,"Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, nicht näher bezeichnet"
D43.3,Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven
D43.4,Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark
D43.7,Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Teile des Zentralnervensystems
D43.9,"Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet"
D44,Neubildung unsicheren oder unbekannten Verhaltens der endokrinen Drüsen
D44.0,Neubildung unsicheren oder unbekannten Verhaltens: Schilddrüse
D44.1,Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere
D44.2,Neubildung unsicheren oder unbekannten Verhaltens: Nebenschilddrüse
D44.3,Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse
D44.4,Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis
D44.5,Neubildung unsicheren oder unbekannten Verhaltens: Epiphyse [Glandula pinealis] [Zirbeldrüse]
D44.6,Neubildung unsicheren oder unbekannten Verhaltens: Glomus caroticum
D44.7,Neubildung unsicheren oder unbekannten Verhaltens: Glomus aorticum und sonstige Paraganglien
D44.8,Neubildung unsicheren oder unbekannten Verhaltens: Beteiligung mehrerer endokriner Drüsen
D44.9,"Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet"
D45,Polycythaemia vera
D46,Myelodysplastische Syndrome
D46.0,"Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet"
D46.1,Refraktäre Anämie mit Ringsideroblasten
D46.2,Refraktäre Anämie mit Blastenüberschuss [RAEB]
D46.4,"Refraktäre Anämie, nicht näher bezeichnet"
D46.5,Refraktäre Anämie mit Mehrlinien-Dysplasie
D46.6,Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie
D46.7,Sonstige myelodysplastische Syndrome
D46.9,"Myelodysplastisches Syndrom, nicht näher bezeichnet"
D47,"Sonstige Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
D47.0,Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens
D47.1,Chronische myeloproliferative Krankheit
D47.2,Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]
D47.3,Essentielle (hämorrhagische) Thrombozythämie
D47.4,Osteomyelofibrose
D47.5,Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]
D47.7,"Sonstige näher bezeichnete Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes"
D47.9,"Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet"
D48,Neubildung unsicheren oder unbekannten Verhaltens an sonstigen und nicht näher bezeichneten Lokalisationen
D48.0,Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel
D48.1,Neubildung unsicheren oder unbekannten Verhaltens: Bindegewebe und andere Weichteilgewebe
D48.2,Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem
D48.3,Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum
D48.4,Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum
D48.5,Neubildung unsicheren oder unbekannten Verhaltens: Haut
D48.6,Neubildung unsicheren oder unbekannten Verhaltens: Brustdrüse [Mamma]
